ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Yahuna-199_knittingframezmanufacturethesebags-1,,Yahuna,199_knittingframezmanufacturethesebags,uahutakóa,uahutakóa,,,KochGrünberg2014[816],,,,
Desano-200_firefans-1,,Desano,200_firefans,uē̠ré̠no,uē̠ré̠no,,,KochGrünberg2014[816],,,,
Yahuna-200_firefans-1,,Yahuna,200_firefans,ue̠nia,ue̠nia,,,KochGrünberg2014[816],,,,
Desano-200_firefans-2,,Desano,200_firefans,uē̠lé̠no,uē̠lé̠no,,,KochGrünberg2014[816],,,,
Desano-202_bigcalabash-1,,Desano,202_bigcalabash,kóatsuru,kóatsuru,,,KochGrünberg2014[816],,,,
Yupua-202_bigcalabash-1,,Yupua,202_bigcalabash,kóa,kóa,,,KochGrünberg2014[816],,,,
Yahuna-202_bigcalabash-1,,Yahuna,202_bigcalabash,pé̠takoa,pé̠takoa,,,KochGrünberg2014[816],,,,
Koretu-202_bigcalabash-1,,Koretu,202_bigcalabash,kṓrokia,kṓrokia,,,KochGrünberg2014[816],,,,
Desano-203_smallcalabashforscooping-1,,Desano,203_smallcalabashforscooping,kóalu,kóalu,,,KochGrünberg2014[816],,,,
Yupua-203_smallcalabashforscooping-1,,Yupua,203_smallcalabashforscooping,kóamã(g)ẽ,kóamãẽ,,,KochGrünberg2014[816],,,,
Yahuna-203_smallcalabashforscooping-1,,Yahuna,203_smallcalabashforscooping,pé̠takomakanaka,pé̠takomakanaka,,,KochGrünberg2014[816],,,,
Koretu-203_smallcalabashforscooping-1,,Koretu,203_smallcalabashforscooping,kṓrokolei̯kia,kṓrokolei̯kia,,,KochGrünberg2014[816],,,,
Desano-203_smallcalabashforscooping-2,,Desano,203_smallcalabashforscooping,kóāru,kóāru,,,KochGrünberg2014[816],,,,
Desano-204_cookingpot-1,,Desano,204_cookingpot,kīpútsu̠ru̠,kīpútsu̠ru̠,,,KochGrünberg2014[817],,,,
Yupua-204_cookingpot-1,,Yupua,204_cookingpot,tx̯ó(o)lo,tx̯ólo,,,KochGrünberg2014[817],,,,
Yahuna-204_cookingpot-1,,Yahuna,204_cookingpot,hotoitahá,hotoitahá,,,KochGrünberg2014[817],,,,
Koretu-204_cookingpot-1,,Koretu,204_cookingpot,hḗ̠ne̠ke̠alo,hḗ̠ne̠ke̠alo,,,KochGrünberg2014[817],,,,
Yupua-204_cookingpot-2,,Yupua,204_cookingpot,t(š)ó(o)lo,tólo,,,KochGrünberg2014[817],,,,
Yupua-204_cookingpot-3,,Yupua,204_cookingpot,sṓro,sṓro,,,KochGrünberg2014[817],,,,
Yupua-204_cookingpot-4,,Yupua,204_cookingpot,sṓlo,sṓlo,,,KochGrünberg2014[817],,,,
Desano-205_ironsaucepan-1,,Desano,205_ironsaucepan,kōme̠tsoró,kōme̠tsoró,,,KochGrünberg2014[817],,,,
Yahuna-206_largekashiripot-1,,Yahuna,206_largekashiripot,hotopakie̠ká,hotopakie̠ká,,,KochGrünberg2014[817],,,,
Desano-207_deepbowlinwhichyoucanfermentthemandioca-1,,Desano,207_deepbowlinwhichyoucanfermentthemandioca,tsōlópa,tsōlópa,,,KochGrünberg2014[817],,,,
Desano-207_deepbowlinwhichyoucanfermentthemandioca-2,,Desano,207_deepbowlinwhichyoucanfermentthemandioca,tsōrópa,tsōrópa,,,KochGrünberg2014[817],,,,
Desano-208_largeflattersaucepanformanicueraboiledmandiocajuice-1,,Desano,208_largeflattersaucepanformanicueraboiledmandiocajuice,yoxkátsolo,yoxkátsolo,,,KochGrünberg2014[817],,,,
Desano-208_largeflattersaucepanformanicueraboiledmandiocajuice-2,,Desano,208_largeflattersaucepanformanicueraboiledmandiocajuice,yoxkátsoro,yoxkátsoro,,,KochGrünberg2014[817],,,,
Desano-209_clayvesselforthedrink-1,,Desano,209_clayvesselforthedrink,gaxbī́tsolo,gaxbī́tsolo,,,KochGrünberg2014[817],,,,
Desano-209_clayvesselforthedrink-2,,Desano,209_clayvesselforthedrink,gaxbī́tsoro,gaxbī́tsoro,,,KochGrünberg2014[817],,,,
Desano-210_waterpotwithtwohandles-1,,Desano,210_waterpotwithtwohandles,tsōróbu,tsōróbu,,,KochGrünberg2014[817],,,,
Yahuna-210_waterpotwithtwohandles-1,,Yahuna,210_waterpotwithtwohandles,ókolihotó,ókolihotó,,,KochGrünberg2014[817],,,,
Yahuna-210_waterpotwithtwohandles-2,,Yahuna,210_waterpotwithtwohandles,hokólihoto,hokólihoto,,,KochGrünberg2014[817],,,,
Yahuna-211_claybowl-1,,Yahuna,211_claybowl,tsē̠róa,tsē̠róa,,,KochGrünberg2014[817],,,,
Yahuna-211_claybowl-2,,Yahuna,211_claybowl,tā́pioto,tā́pioto,,,KochGrünberg2014[817],,,,
Yupua-212_bowlforcoca-1,,Yupua,212_bowlforcoca,gaxpipáxtsula,gaxpipáxtsula,,,KochGrünberg2014[817],,,,
Yahuna-213_claybowlwithfootashandle-1,,Yahuna,213_claybowlwithfootashandle,muákahe̠,muákahe̠,,,KochGrünberg2014[817],,,,
Desano-214_potteryclay-1,,Desano,214_potteryclay,mā́ta,mā́ta,,,KochGrünberg2014[817],,,,
Desano-215_hourglassshapedframemadeofchopsticksforvessels-1,,Desano,215_hourglassshapedframemadeofchopsticksforvessels,yuiró,yuiró,,,KochGrünberg2014[817],,,,
Desano-216_mortar-1,,Desano,216_mortar,pāmṓno,pāmṓno,,,KochGrünberg2014[817],,,,
Yahuna-216_mortar-1,,Yahuna,216_mortar,taāpitúalike ,taāpitúalike,,,KochGrünberg2014[817],,,,
Desano-217_pestle-1,,Desano,217_pestle,yuxké̥ke̥,yuxké̥ke̥,,,KochGrünberg2014[817],,,,
Yahuna-217_pestle-1,,Yahuna,217_pestle,taāpitualikeyapúa,taāpitualikeyapúa,,,KochGrünberg2014[817],,,,
Desano-218_stovetop-1,,Desano,218_stovetop,"gālálu,",gālálu,,,KochGrünberg2014[817],,,,
Yupua-218_stovetop-1,,Yupua,218_stovetop,(n)gā́la,gā́la,,,KochGrünberg2014[817],,,,
Yahuna-218_stovetop-1,,Yahuna,218_stovetop,hōtía ,hōtía,,,KochGrünberg2014[817],,,,
Desano-218_stovetop-2,,Desano,218_stovetop,gāráru,gāráru,,,KochGrünberg2014[817],,,,
Desano-219_earthenware-1,,Desano,219_earthenware,pe̠áme̠ye̠,pe̠áme̠ye̠,,,KochGrünberg2014[817],,,,
Desano-220_gridiron-1,,Desano,220_gridiron,uaikaya,uaikaya,,,KochGrünberg2014[817],,,,
Yupua-220_gridiron-1,,Yupua,220_gridiron,neā(d)yá,neāyá,,,KochGrünberg2014[817],,,,
Yahuna-220_gridiron-1,,Yahuna,220_gridiron,ā́hia,ā́hia,,,KochGrünberg2014[817],,,,
Koretu-220_gridiron-1,,Koretu,220_gridiron,há(a)te̥ri,háte̥ri,,,KochGrünberg2014[817],,,,
Desano-221_maniocgrater-1,,Desano,221_maniocgrater,tsṹ(g)ũrũ,tsṹũrũ,,,KochGrünberg2014[817],,,,
Yahuna-221_maniocgrater-1,,Yahuna,221_maniocgrater,ā́tahokoa,ā́tahokoa,,,KochGrünberg2014[817],,,,
Yahuna-222_woodencylinderinwhichcocaistapped-1,,Yahuna,222_woodencylinderinwhichcocaistapped,taā́pipalikía,taā́pipalikía,,,KochGrünberg2014[817],,,,
Yahuna-222_woodencylinderinwhichcocaistapped-2,,Yahuna,222_woodencylinderinwhichcocaistapped,taā́pipanikía,taā́pipanikía,,,KochGrünberg2014[817],,,,
Yahuna-223_cocahammer-1,,Yahuna,223_cocahammer,(t)sopálikiuahóa,sopálikiuahóa,,,KochGrünberg2014[817],,,,
Yahuna-224_raffiabagsforcoca-1,,Yahuna,224_raffiabagsforcoca,taā́piuaho,taā́piuaho,,,KochGrünberg2014[817],,,,
Yahuna-225_hollowbirdbonesforsuckingcoca-1,,Yahuna,225_hollowbirdbonesforsuckingcoca,taā́piūlikukia,taā́piūlikukia,,,KochGrünberg2014[817],,,,
Yahuna-226_calabashwithlidasacocacontainer-1,,Yahuna,226_calabashwithlidasacocacontainer,ulé̠raka,ulé̠raka,,,KochGrünberg2014[817],,,,
Yahuna-227_woodenlidforthiscalabash-1,,Yahuna,227_woodenlidforthiscalabash,takū́li(e),takū́li,,,KochGrünberg2014[817],,,,
Yahuna-228_bonespoonusedtotakecoca-1,,Yahuna,228_bonespoonusedtotakecoca,taā́pipái(e),taā́pipái,,,KochGrünberg2014[817],,,,
Desano-229_axe-1,,Desano,229_axe,kumé,kumé,,,KochGrünberg2014[817],,,,
Yupua-229_axe-1,,Yupua,229_axe,kū́mi,kū́mi,,,KochGrünberg2014[817],,,,
Yahuna-229_axe-1,,Yahuna,229_axe,kōmé̠a,kōmé̠a,,,KochGrünberg2014[817],,,,
Koretu-229_axe-1,,Koretu,229_axe,komé̠tako,komé̠tako,,,KochGrünberg2014[817],,,,
Desano-230_stoneaxe-1,,Desano,230_stoneaxe,yēlékume,yēlékume,,,KochGrünberg2014[817],,,,
Yahuna-230_stoneaxe-1,,Yahuna,230_stoneaxe,ā́takome̠a,ā́takome̠a,,,KochGrünberg2014[817],,,,
Desano-231_knife-1,,Desano,231_knife,mā́du̠mhi,mā́du̠mhi,,,KochGrünberg2014[817],,,,
Yupua-231_knife-1,,Yupua,231_knife,yé̥ipai,yé̥ipai,,,KochGrünberg2014[817],,,,
Yahuna-231_knife-1,,Yahuna,231_knife,uīropái,uīropái,,,KochGrünberg2014[817],,,,
Koretu-231_knife-1,,Koretu,231_knife,ué̥ta,ué̥ta,,,KochGrünberg2014[817],,,,
Yupua-231_knife-2,,Yupua,231_knife,yé̥ipa(h)i,yé̥ipai,,,KochGrünberg2014[817],,,,
Desano-232_forestknife-1,,Desano,232_forestknife,yoā́limhi,yoā́limhi,,,KochGrünberg2014[817],,,,
Yahuna-232_forestknife-1,,Yahuna,232_forestknife,sarasára,sarasára,,,KochGrünberg2014[817],,,,
Desano-233_tree-1,,Desano,233_tree,yuxké̥tsiru,yuxké̥tsiru,,,KochGrünberg2014[817],,,,
Yupua-233_tree-1,,Yupua,233_tree,kumú,kumú,,,KochGrünberg2014[817],,,,
Yahuna-233_tree-1,,Yahuna,233_tree,kumóa,kumóa,,,KochGrünberg2014[817],,,,
Koretu-233_tree-1,,Koretu,233_tree,kóōre̥,kóōre̥,,,KochGrünberg2014[817],,,,
Yahuna-233_tree-2,,Yahuna,233_tree,ūbá,ūbá,,,KochGrünberg2014[817],,,,
Koretu-233_tree-2,,Koretu,233_tree,ubá,ubá,,,KochGrünberg2014[817],,,,
Desano-234_rudder-1,,Desano,234_rudder,uḥ(e)abú,uḥabú,,,KochGrünberg2014[817],,,,
Yupua-234_rudder-1,,Yupua,234_rudder,ue̠ai̯pá(h)i,ue̠ai̯pái,,,KochGrünberg2014[817],,,,
Yahuna-234_rudder-1,,Yahuna,234_rudder,uē̠lopáy(e),uē̠lopáy,,,KochGrünberg2014[817],,,,
Koretu-234_rudder-1,,Koretu,234_rudder,kṓlike̠alo,kṓlike̠alo,,,KochGrünberg2014[817],,,,
Desano-235_gridontheboatforprotectionagainstbackflow-1,,Desano,235_gridontheboatforprotectionagainstbackflow,yuxké̥kāya,yuxké̥kāya,,,KochGrünberg2014[817],,,,
Desano-236_suncanopytoldaovertheboat-1,,Desano,236_suncanopytoldaovertheboat,yuxke̥tsíruii,yuxke̥tsíruii,,,KochGrünberg2014[817],,,,
Desano-237_bow-1,,Desano,237_bow,buiríbe̠ro,buiríbe̠ro,,,KochGrünberg2014[817],,,,
Yupua-237_bow-1,,Yupua,237_bow,patupá(h)i,patupái,,,KochGrünberg2014[817],,,,
Yahuna-237_bow-1,,Yahuna,237_bow,te̠mupái(a),te̠mupái,,,KochGrünberg2014[817],,,,
Koretu-237_bow-1,,Koretu,237_bow,pā́tola,pā́tola,,,KochGrünberg2014[817],,,,
Yahuna-237_bow-2,,Yahuna,237_bow,te̠mupáy(e),te̠mupáy,,,KochGrünberg2014[817],,,,
Desano-238_bowstring-1,,Desano,238_bowstring,buirikano,buirikano,,,KochGrünberg2014[817],,,,
Desano-239_arrow-1,,Desano,239_arrow,ā́noi̯ye,ā́noi̯ye,,,KochGrünberg2014[817],,,,
Yupua-239_arrow-1,,Yupua,239_arrow,gā́le̥e,gā́le̥e,,,KochGrünberg2014[817],,,,
Yahuna-239_arrow-1,,Yahuna,239_arrow,ālía,ālía,,,KochGrünberg2014[817],,,,
Koretu-239_arrow-1,,Koretu,239_arrow,kiánekia,kiánekia,,,KochGrünberg2014[817],,,,
Desano-239_arrow-2,,Desano,239_arrow,ā́noye,ā́noye,,,KochGrünberg2014[817],,,,
Yupua-239_arrow-2,,Yupua,239_arrow,(ṅ)gā́le̥e,gā́le̥e,,,KochGrünberg2014[817],,,,
Yahuna-239_arrow-2,,Yahuna,239_arrow,ālí(e),ālí,,,KochGrünberg2014[817],,,,
Yahuna-240_largepoisonedarrowsforhighhunting-1,,Yahuna,240_largepoisonedarrowsforhighhunting,te̠ube̠hó,te̠ube̠hó,,,KochGrünberg2014[817],,,,
Yahuna-241_caseforthetipsofthesepoisonarrows-1,,Yahuna,241_caseforthetipsofthesepoisonarrows,te̠ube̠uíya,te̠ube̠uíya,,,KochGrünberg2014[817],,,,
Yahuna-242_fisharrowwithdoubleironpoint-1,,Yahuna,242_fisharrowwithdoubleironpoint,ālitsé̠tse̠a,ālitsé̠tse̠a,,,KochGrünberg2014[817],,,,
Yahuna-243_harpoonarrow-1,,Yahuna,243_harpoonarrow,ālía ,ālía,,,KochGrünberg2014[817],,,,
Yahuna-244_ironharpoonofthisarrow-1,,Yahuna,244_ironharpoonofthisarrow,se̠mokoloaígabi,se̠mokoloaígabi,,,KochGrünberg2014[818],,,,
Yahuna-245_tipoftheharpoon-1,,Yahuna,245_tipoftheharpoon,kau̯hanikía,kau̯hanikía,,,KochGrünberg2014[818],,,,
Yahuna-246_barbofthetip-1,,Yahuna,246_barbofthetip,soāgá,soāgá,,,KochGrünberg2014[818],,,,
Yahuna-247_wraparoundthetop-1,,Yahuna,247_wraparoundthetop,sapī(i)pḗ̠(e̠)ga,sapīpḗ̠ga,,,KochGrünberg2014[818],,,,
Yahuna-248_woodenstickintowhichtheharpoonisinserted-1,,Yahuna,248_woodenstickintowhichtheharpoonisinserted,se̠nyix̯ká,se̠nyix̯ká,,,KochGrünberg2014[818],,,,
Yahuna-249_pipeshaftoftheharpoonarrow-1,,Yahuna,249_pipeshaftoftheharpoonarrow,sālía,sālía,,,KochGrünberg2014[818],,,,
Yahuna-250_handendofthetubularshaft-1,,Yahuna,250_handendofthetubularshaft,sālítae̠ga,sālítae̠ga,,,KochGrünberg2014[818],,,,
Yahuna-251_harpooncord-1,,Yahuna,251_harpooncord,se̠kā́noa,se̠kā́noa,,,KochGrünberg2014[818],,,,
Desano-252_pitch-1,,Desano,252_pitch,komḗ̠pi,komḗ̠pi,,,KochGrünberg2014[818],,,,
Yahuna-252_pitch-1,,Yahuna,252_pitch,mānyé̠,mānyé̠,,,KochGrünberg2014[818],,,,
Yupua-253_club-1,,Yupua,253_club,toatíe̥,toatíe̥,,,KochGrünberg2014[818],,,,
Yahuna-253_club-1,,Yahuna,253_club,kuhía,kuhía,,,KochGrünberg2014[818],,,,
Koretu-253_club-1,,Koretu,253_club,pṓnape̥,pṓnape̥,,,KochGrünberg2014[818],,,,
Yahuna-253_club-2,,Yahuna,253_club,kuía,kuía,,,KochGrünberg2014[818],,,,
Yahuna-254_stringofmace-1,,Yahuna,254_stringofmace,kuikánoa,kuikánoa,,,KochGrünberg2014[818],,,,
Desano-255_blowgun-1,,Desano,255_blowgun,buxhū́lu,buxhū́lu,,,KochGrünberg2014[818],,,,
Yupua-255_blowgun-1,,Yupua,255_blowgun,puhúlu,puhúlu,,,KochGrünberg2014[818],,,,
Yahuna-255_blowgun-1,,Yahuna,255_blowgun,pū́puaga,pū́puaga,,,KochGrünberg2014[818],,,,
Koretu-255_blowgun-1,,Koretu,255_blowgun,ḥé̥ḥoio,ḥé̥ḥoio,,,KochGrünberg2014[818],,,,
Desano-255_blowgun-2,,Desano,255_blowgun,buxhū́ru,buxhū́ru,,,KochGrünberg2014[818],,,,
Yahuna-255_blowgun-2,,Yahuna,255_blowgun,pū́puoga,pū́puoga,,,KochGrünberg2014[818],,,,
Desano-255_blowgun-3,,Desano,255_blowgun,buḥū́ru,buḥū́ru,,,KochGrünberg2014[818],,,,
Desano-256_blowpipearrow-1,,Desano,256_blowpipearrow,uáxkali,uáxkali,,,KochGrünberg2014[818],,,,
Yupua-256_blowpipearrow-1,,Yupua,256_blowpipearrow,ua(x)ká,uaká,,,KochGrünberg2014[818],,,,
Yahuna-256_blowpipearrow-1,,Yahuna,256_blowpipearrow,póakaga,póakaga,,,KochGrünberg2014[818],,,,
Koretu-256_blowpipearrow-1,,Koretu,256_blowpipearrow,he̥ḥóākia,he̥ḥóākia,,,KochGrünberg2014[818],,,,
Yahuna-257_mouthpieceoftheblowpipe-1,,Yahuna,257_mouthpieceoftheblowpipe,pū́poitobe̠,pū́poitobe̠,,,KochGrünberg2014[818],,,,
Desano-258_quiverforthepoisonarrows-1,,Desano,258_quiverforthepoisonarrows,bū́yapoka,bū́yapoka,,,KochGrünberg2014[818],,,,
Yupua-258_quiverforthepoisonarrows-1,,Yupua,258_quiverforthepoisonarrows,puhúue̥é̥li,puhúue̥é̥li,,,KochGrünberg2014[818],,,,
Yahuna-258_quiverforthepoisonarrows-1,,Yahuna,258_quiverforthepoisonarrows,poakau̯ía,poakau̯ía,,,KochGrünberg2014[818],,,,
Koretu-258_quiverforthepoisonarrows-1,,Koretu,258_quiverforthepoisonarrows,ḥeḥópato,ḥeḥópato,,,KochGrünberg2014[818],,,,
Desano-259_poisondart-1,,Desano,259_poisondart,nīmá,nīmá,,,KochGrünberg2014[818],,,,
Yupua-259_poisondart-1,,Yupua,259_poisondart,nimá,nimá,,,KochGrünberg2014[818],,,,
Yahuna-259_poisondart-1,,Yahuna,259_poisondart,namitagá,namitagá,,,KochGrünberg2014[818],,,,
Koretu-259_poisondart-1,,Koretu,259_poisondart,pé̠tōre̥,pé̠tōre̥,,,KochGrünberg2014[818],,,,
Koretu-259_poisondart-2,,Koretu,259_poisondart,pé̠'tōre̥,pé̠'tōre̥,,,KochGrünberg2014[818],,,,
Desano-260_treesilksamaumatowraptheblowpipesticks-1,,Desano,260_treesilksamaumatowraptheblowpipesticks,buyá,buyá,,,KochGrünberg2014[818],,,,
Yupua-260_treesilksamaumatowraptheblowpipesticks-1,,Yupua,260_treesilksamaumatowraptheblowpipesticks,pohá,pohá,,,KochGrünberg2014[818],,,,
Yahuna-260_treesilksamaumatowraptheblowpipesticks-1,,Yahuna,260_treesilksamaumatowraptheblowpipesticks,uitóa,uitóa,,,KochGrünberg2014[818],,,,
Koretu-260_treesilksamaumatowraptheblowpipesticks-1,,Koretu,260_treesilksamaumatowraptheblowpipesticks,ḥe̥ḥóḥoire̥,ḥe̥ḥóḥoire̥,,,KochGrünberg2014[818],,,,
Yahuna-260_treesilksamaumatowraptheblowpipesticks-2,,Yahuna,260_treesilksamaumatowraptheblowpipesticks,ui(x̯)tóa,uitóa,,,KochGrünberg2014[818],,,,
Yahuna-261_poisonlance-1,,Yahuna,261_poisonlance,be̠hóa,be̠hóa,,,KochGrünberg2014[818],,,,
Yahuna-262_flutteralforthetipsofthepoisonlances-1,,Yahuna,262_flutteralforthetipsofthepoisonlances,be̠hóia,be̠hóia,,,KochGrünberg2014[818],,,,
Yahuna-263_pointofthepoisonlance-1,,Yahuna,263_pointofthepoisonlance,be̠holéa,be̠holéa,,,KochGrünberg2014[818],,,,
Desano-264_shield-1,,Desano,264_shield,uabḗ̠ro,uabḗ̠ro,,,KochGrünberg2014[818],,,,
Yahuna-265_warshield-1,,Yahuna,265_warshield,áḥe̠a,áḥe̠a,,,KochGrünberg2014[818],,,,
Desano-266_fishnet-1,,Desano,266_fishnet,uhḗrike,uhḗrike,,,KochGrünberg2014[818],,,,
Yupua-266_fishnet-1,,Yupua,266_fishnet,uáikóa(d)ya,uáikóaya,,,KochGrünberg2014[818],,,,
Yahuna-266_fishnet-1,,Yahuna,266_fishnet,uapúa,uapúa,,,KochGrünberg2014[818],,,,
Koretu-266_fishnet-1,,Koretu,266_fishnet,má(a)hāpu,máhāpu,,,KochGrünberg2014[818],,,,
Yahuna-266_fishnet-2,,Yahuna,266_fishnet,ua(x)púa,uapúa,,,KochGrünberg2014[818],,,,
Desano-267_bigtrap-1,,Desano,267_bigtrap,ā́lubu,ā́lubu,,,KochGrünberg2014[818],,,,
Yahuna-267_bigtrap-1,,Yahuna,267_bigtrap,nikópika,nikópika,,,KochGrünberg2014[818],,,,
Desano-268_smalltrap-1,,Desano,268_smalltrap,de̥li,de̥li,,,KochGrünberg2014[818],,,,
Desano-269_fishtrap-1,,Desano,269_fishtrap,úai̯ru,úai̯ru,,,KochGrünberg2014[818],,,,
Desano-270_fishingrod-1,,Desano,270_fishingrod,u(e)hḗ̠riru,uhḗ̠riru,,,KochGrünberg2014[818],,,,
Yupua-270_fishingrod-1,,Yupua,270_fishingrod,bitai̯góp̌e̠ka,bitai̯góp̌e̠ka,,,KochGrünberg2014[818],,,,
Yahuna-270_fishingrod-1,,Yahuna,270_fishingrod,potá,potá,,,KochGrünberg2014[818],,,,
Koretu-270_fishingrod-1,,Koretu,270_fishingrod,koḥé̠liri,koḥé̠liri,,,KochGrünberg2014[818],,,,
Yahuna-271_fishingline-1,,Yahuna,271_fishingline,potákano,potákano,,,KochGrünberg2014[818],,,,
Desano-272_gun-1,,Desano,272_gun,pé̠age̥,pé̠age̥,,,KochGrünberg2014[818],,,,
Yupua-272_gun-1,,Yupua,272_gun,pé̠a,pé̠a,,,KochGrünberg2014[818],,,,
Yahuna-272_gun-1,,Yahuna,272_gun,pe̠ká,pe̠ká,,,KochGrünberg2014[818],,,,
Koretu-272_gun-1,,Koretu,272_gun,hé̠(e̠)kiakia,hé̠kiakia,,,KochGrünberg2014[818],,,,
Desano-273_gunpowder-1,,Desano,273_gunpowder,pe̠ánhua,pe̠ánhua,,,KochGrünberg2014[818],,,,
Yupua-273_gunpowder-1,,Yupua,273_gunpowder,pé̠anuku,pé̠anuku,,,KochGrünberg2014[818],,,,
Yahuna-273_gunpowder-1,,Yahuna,273_gunpowder,pe̠káua,pe̠káua,,,KochGrünberg2014[818],,,,
Koretu-273_gunpowder-1,,Koretu,273_gunpowder,he̠kiakiáḥuāliri,he̠kiakiáḥuāliri,,,KochGrünberg2014[818],,,,
Yahuna-273_gunpowder-2,,Yahuna,273_gunpowder,pe̠káue̯,pe̠káue̯,,,KochGrünberg2014[818],,,,
Desano-274_shot-1,,Desano,274_shot,pe̠áyeri,pe̠áyeri,,,KochGrünberg2014[818],,,,
Yupua-274_shot-1,,Yupua,274_shot,pe̠agóp̌eka,pe̠agóp̌eka,,,KochGrünberg2014[818],,,,
Yahuna-274_shot-1,,Yahuna,274_shot,pé̠kayape̠,pé̠kayape̠,,,KochGrünberg2014[818],,,,
Koretu-274_shot-1,,Koretu,274_shot,he̠kiaiē̠re̥,he̠kiaiē̠re̥,,,KochGrünberg2014[818],,,,
Desano-275_hipcord-1,,Desano,275_hipcord,uáyalidā,uáyalidā,,,KochGrünberg2014[818],,,,
Yupua-275_hipcord-1,,Yupua,275_hipcord,yapḗ̠romisi,yapḗ̠romisi,,,KochGrünberg2014[818],,,,
Yahuna-275_hipcord-1,,Yahuna,275_hipcord,oahokálo,oahokálo,,,KochGrünberg2014[818],,,,
Koretu-275_hipcord-1,,Koretu,275_hipcord,u̠atóua(a),u̠atóua,,,KochGrünberg2014[818],,,,
Desano-276_mansloincloth-1,,Desano,276_mansloincloth,uaxsúru,uaxsúru,,,KochGrünberg2014[818],,,,
Yupua-276_mansloincloth-1,,Yupua,276_mansloincloth,yapḗ̠ro,yapḗ̠ro,,,KochGrünberg2014[818],,,,
Koretu-276_mansloincloth-1,,Koretu,276_mansloincloth,u̠atóḥuru,u̠atóḥuru,,,KochGrünberg2014[818],,,,
Yahuna-276_mansloincloth-1,,Yahuna,276_mansloincloth,uahóa ,uahóa,,,KochGrünberg2014[818],,,,
Yahuna-276_mansloincloth-2,,Yahuna,276_mansloincloth,oahóa,oahóa,,,KochGrünberg2014[818],,,,
Desano-277_womansloincloth-1,,Desano,277_womansloincloth,yai̯iuáxsuru,yai̯iuáxsuru,,,KochGrünberg2014[818],,,,
Desano-277_womansloincloth-2,,Desano,277_womansloincloth,yai̯iuáxsulu,yai̯iuáxsulu,,,KochGrünberg2014[818],,,,
Yahuna-278_wideraffiabeltmenscostume-1,,Yahuna,278_wideraffiabeltmenscostume,oaḗ̠(d)yoka,oaḗ̠yoka,,,KochGrünberg2014[818],,,,
Yahuna-279_braceletsmadeofraffiamenscostume-1,,Yahuna,279_braceletsmadeofraffiamenscostume,hu'tšía,hu'tšía,,,KochGrünberg2014[818],,,,
Yahuna-279_braceletsmadeofraffiamenscostume-2,,Yahuna,279_braceletsmadeofraffiamenscostume,hihohut(š)ía,hihohutía,,,KochGrünberg2014[818],,,,
Yahuna-280_softerstripsofraffiatotiebeltsandbracelets-1,,Yahuna,280_softerstripsofraffiatotiebeltsandbracelets,pṓnaka,pṓnaka,,,KochGrünberg2014[818],,,,
Yahuna-281_malebraid-1,,Yahuna,281_malebraid,lu̠pu̠koá,lu̠pu̠koá,,,KochGrünberg2014[818],,,,
Yahuna-281_malebraid-2,,Yahuna,281_malebraid,de̥pūkoá,de̥pūkoá,,,KochGrünberg2014[818],,,,
Yahuna-282_raffiawraparoundthebraid-1,,Yahuna,282_raffiawraparoundthebraid,lu̠pu̠é̠meoka,lu̠pu̠é̠meoka,,,KochGrünberg2014[818],,,,
Yahuna-282_raffiawraparoundthebraid-2,,Yahuna,282_raffiawraparoundthebraid,de̥pu̠é̠meoka,de̥pu̠é̠meoka,,,KochGrünberg2014[818],,,,
Desano-283_mirror-1,,Desano,283_mirror,díuru,díuru,,,KochGrünberg2014[818],,,,
Yahuna-283_mirror-1,,Yahuna,283_mirror,ōpé̠li(e),ōpé̠li,,,KochGrünberg2014[818],,,,
Desano-283_mirror-2,,Desano,283_mirror,díulu,díulu,,,KochGrünberg2014[818],,,,
Yahuna-284_needle-1,,Yahuna,284_needle,pḗ̠repota,pḗ̠repota,,,KochGrünberg2014[818],,,,
Desano-285_earring-1,,Desano,285_earring,tsíāli,tsíāli,,,KochGrünberg2014[818],,,,
Yahuna-286_pearls-1,,Yahuna,286_pearls,yake̠tukúa,yake̠tukúa,,,KochGrünberg2014[818],,,,
Desano-287_suitcase-1,,Desano,287_suitcase,ohókomono,ohókomono,,,KochGrünberg2014[818],,,,
Desano-288_comb-1,,Desano,288_comb,pē̠yóue(a)ro,pē̠yóuero,,,KochGrünberg2014[818],,,,
Yupua-288_comb-1,,Yupua,288_comb,(ṅ)gé̥ege̥le̥,gé̥ege̥le̥,,,KochGrünberg2014[818],,,,
Yahuna-288_comb-1,,Yahuna,288_comb,iipáya,iipáya,,,KochGrünberg2014[818],,,,
Koretu-288_comb-1,,Koretu,288_comb,ké̥(i)la̠,ké̥la̠,,,KochGrünberg2014[818],,,,
Yahuna-288_comb-2,,Yahuna,288_comb,iipáy(e),iipáy,,,KochGrünberg2014[818],,,,
Desano-289_fineheadfeathersgalajewelerylingoayamahapoageralkangataramahapoalimacawfeathers-1,,Desano,289_fineheadfeathersgalajewelerylingoayamahapoageralkangataramahapoalimacawfeathers,mahā́poali,mahā́poali,,,KochGrünberg2014[818],,,,
