ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Yahuna-392_largesnailshellthatisusedasasnuffbox-1,,Yahuna,392_largesnailshellthatisusedasasnuffbox,kobé̠rokoa,kobé̠rokoa,,,KochGrünberg2014[821],,,,
Yahuna-393_woundscratchestriangularcalabashshardstuddedwithteethofthetrahirafish-1,,Yahuna,393_woundscratchestriangularcalabashshardstuddedwithteethofthetrahirafish,yé̠'yoa,yé̠'yoa,,,KochGrünberg2014[821],,,,
Yahuna-393_woundscratchestriangularcalabashshardstuddedwithteethofthetrahirafish-2,,Yahuna,393_woundscratchestriangularcalabashshardstuddedwithteethofthetrahirafish,yé̠yoa,yé̠yoa,,,KochGrünberg2014[821],,,,
Desano-394_god-1,,Desano,394_god,góamã(g)ẽ,góamãẽ,,,KochGrünberg2014[821],,,,
Yupua-394_god-1,,Yupua,394_god,kṓ(n)yau̯i,kṓyau̯i,,,KochGrünberg2014[821],,,,
Yahuna-394_god-1,,Yahuna,394_god,ué̠xkoa,ué̠xkoa,,,KochGrünberg2014[821],,,,
Koretu-394_god-1,,Koretu,394_god,tu̠pána,tu̠pána,,,KochGrünberg2014[821],,,,
Yahuna-394_god-2,,Yahuna,394_god,wé̠xkoa,wé̠xkoa,,,KochGrünberg2014[821],,,,
Yahuna-394_god-3,,Yahuna,394_god,tupā́na,tupā́na,,,KochGrünberg2014[821],,,,
Desano-395_ghost-1,,Desano,395_ghost,uaxtí,uaxtí,,,KochGrünberg2014[821],,,,
Yupua-395_ghost-1,,Yupua,395_ghost,uá(x)ti,uáti,,,KochGrünberg2014[821],,,,
Yahuna-395_ghost-1,,Yahuna,395_ghost,ṓpire̠koa,ṓpire̠koa,,,KochGrünberg2014[821],,,,
Koretu-395_ghost-1,,Koretu,395_ghost,ā́ti,ā́ti,,,KochGrünberg2014[821],,,,
Desano-396_forestspirit-1,,Desano,396_forestspirit,bōlēró,bōlēró,,,KochGrünberg2014[821],,,,
Yupua-396_forestspirit-1,,Yupua,396_forestspirit,bulḗ̠ro,bulḗ̠ro,,,KochGrünberg2014[821],,,,
Yahuna-396_forestspirit-1,,Yahuna,396_forestspirit,bulé̠ru,bulé̠ru,,,KochGrünberg2014[821],,,,
Yahuna-396_forestspirit-2,,Yahuna,396_forestspirit,ua(d)yáule̠ru,uayáule̠ru,,,KochGrünberg2014[821],,,,
Yahuna-396_forestspirit-3,,Yahuna,396_forestspirit,ua(d)yáule̠ruka,uayáule̠ruka,,,KochGrünberg2014[821],,,,
Yahuna-396_forestspirit-4,,Yahuna,396_forestspirit,nokolī́(d)yau̯a,nokolī́yau̯a,,,KochGrünberg2014[821],,,,
Yupua-397_soul-1,,Yupua,397_soul,uá(x)tiuáage̥,uátiuáage̥,,,KochGrünberg2014[821],,,,
Yahuna-397_soul-1,,Yahuna,397_soul,pōpaká,pōpaká,,,KochGrünberg2014[821],,,,
Desano-398_language-1,,Desano,398_language,uē̠ré̠nĩ(g)īnĩ̄,uē̠ré̠nĩīnĩ̄,,,KochGrünberg2014[821],,,,
Yupua-398_language-1,,Yupua,398_language,ma(x)(t)agóxko,maagóxko,,,KochGrünberg2014[821],,,,
Yahuna-398_language-1,,Yahuna,398_language,oká,oká,,,KochGrünberg2014[821],,,,
Desano-399_capuchinmonkey-1,,Desano,399_capuchinmonkey,gaxkí,gaxkí,,,KochGrünberg2014[821],,,,
Yupua-399_capuchinmonkey-1,,Yupua,399_capuchinmonkey,kākí,kākí,,,KochGrünberg2014[821],,,,
Yahuna-399_capuchinmonkey-1,,Yahuna,399_capuchinmonkey,take̠á,take̠á,,,KochGrünberg2014[821],,,,
Koretu-399_capuchinmonkey-1,,Koretu,399_capuchinmonkey,tá(a)ki,táki,,,KochGrünberg2014[821],,,,
Desano-400_howlermonkey-1,,Desano,400_howlermonkey,ōrá,ōrá,,,KochGrünberg2014[821],,,,
Yupua-400_howlermonkey-1,,Yupua,400_howlermonkey,ī(x̯)sí,īsí,,,KochGrünberg2014[821],,,,
Yahuna-400_howlermonkey-1,,Yahuna,400_howlermonkey,ihía,ihía,,,KochGrünberg2014[821],,,,
Koretu-400_howlermonkey-1,,Koretu,400_howlermonkey,ḗsi,ḗsi,,,KochGrünberg2014[821],,,,
Yupua-400_howlermonkey-2,,Yupua,400_howlermonkey,ī(x̯)(t)sí,īsí,,,KochGrünberg2014[821],,,,
Desano-401_uacarimonkey-1,,Desano,401_uacarimonkey,pōlétulu,pōlétulu,,,KochGrünberg2014[821],,,,
Desano-401_uacarimonkey-2,,Desano,401_uacarimonkey,pōréturu,pōréturu,,,KochGrünberg2014[821],,,,
Desano-402_oayapisamonkey-1,,Desano,402_oayapisamonkey,uau,uau,,,KochGrünberg2014[821],,,,
Yahuna-402_oayapisamonkey-1,,Yahuna,402_oayapisamonkey,uaúa,uaúa,,,KochGrünberg2014[821],,,,
Desano-403_yuruparymonkey-1,,Desano,403_yuruparymonkey,ūkúame,ūkúame,,,KochGrünberg2014[822],,,,
Desano-404_caiararamonkey-1,,Desano,404_caiararamonkey,mexságaxki,mexságaxki,,,KochGrünberg2014[822],,,,
Yahuna-404_caiararamonkey-1,,Yahuna,404_caiararamonkey,take̠bóe̠a,take̠bóe̠a,,,KochGrünberg2014[822],,,,
Desano-405_barrigudomonkey-1,,Desano,405_barrigudomonkey,tsé(i)ge,tsége,,,KochGrünberg2014[822],,,,
Yupua-405_barrigudomonkey-1,,Yupua,405_barrigudomonkey,sḗ̠na,sḗ̠na,,,KochGrünberg2014[822],,,,
Koretu-405_barrigudomonkey-1,,Koretu,405_barrigudomonkey,sḗ̠ra,sḗ̠ra,,,KochGrünberg2014[822],,,,
Desano-406_macaquinho-1,,Desano,406_macaquinho,mē̠né̠tsino,mē̠né̠tsino,,,KochGrünberg2014[822],,,,
Yahuna-406_macaquinho-1,,Yahuna,406_macaquinho,hihía,hihía,,,KochGrünberg2014[822],,,,
Desano-407_bat-1,,Desano,407_bat,ōyó,ōyó,,,KochGrünberg2014[822],,,,
Yupua-407_bat-1,,Yupua,407_bat,ṓdye̥,ṓdye̥,,,KochGrünberg2014[822],,,,
Yahuna-407_bat-1,,Yahuna,407_bat,ṓdyo,ṓdyo,,,KochGrünberg2014[822],,,,
Koretu-407_bat-1,,Koretu,407_bat,hóio̯,hóio̯,,,KochGrünberg2014[822],,,,
Koretu-407_bat-2,,Koretu,407_bat,hóiyo,hóiyo,,,KochGrünberg2014[822],,,,
Desano-408_smallbat-1,,Desano,408_smallbat,oyobe̥gé̥,oyobe̥gé̥,,,KochGrünberg2014[822],,,,
Desano-409_micura-1,,Desano,409_micura,hoá,hoá,,,KochGrünberg2014[822],,,,
Desano-410_jaguarmorecolorful-1,,Desano,410_jaguarmorecolorful,yē̠dóloge̥,yē̠dóloge̥,,,KochGrünberg2014[822],,,,
Yupua-410_jaguarmorecolorful-1,,Yupua,410_jaguarmorecolorful,(d)yī́,yī́,,,KochGrünberg2014[822],,,,
Yahuna-410_jaguarmorecolorful-1,,Yahuna,410_jaguarmorecolorful,yaía,yaía,,,KochGrünberg2014[822],,,,
Koretu-410_jaguarmorecolorful-1,,Koretu,410_jaguarmorecolorful,híai,híai,,,KochGrünberg2014[822],,,,
Desano-410_jaguarmorecolorful-2,,Desano,410_jaguarmorecolorful,yē̠dṓroge̥,yē̠dṓroge̥,,,KochGrünberg2014[822],,,,
Yupua-410_jaguarmorecolorful-2,,Yupua,410_jaguarmorecolorful,yī́,yī́,,,KochGrünberg2014[822],,,,
Koretu-410_jaguarmorecolorful-2,,Koretu,410_jaguarmorecolorful,hiyai,hiyai,,,KochGrünberg2014[822],,,,
Yupua-410_jaguarmorecolorful-3,,Yupua,410_jaguarmorecolorful,yí,yí,,,KochGrünberg2014[822],,,,
Desano-411_jaguarblack-1,,Desano,411_jaguarblack,yē̠yéā(g)ē,yē̠yéāē,,,KochGrünberg2014[822],,,,
Yupua-411_jaguarblack-1,,Yupua,411_jaguarblack,(d)yī́(n)yī,yī́yī,,,KochGrünberg2014[822],,,,
Yahuna-411_jaguarblack-1,,Yahuna,411_jaguarblack,yainé̠iye,yainé̠iye,,,KochGrünberg2014[822],,,,
Koretu-411_jaguarblack-1,,Koretu,411_jaguarblack,yáitopike̥,yáitopike̥,,,KochGrünberg2014[822],,,,
Yahuna-411_jaguarblack-2,,Yahuna,411_jaguarblack,yainé̠iya,yainé̠iya,,,KochGrünberg2014[822],,,,
Desano-412_puma-1,,Desano,412_puma,yē̠diage̥,yē̠diage̥,,,KochGrünberg2014[822],,,,
Yupua-412_puma-1,,Yupua,412_puma,(d)yīdiaúe̥,yīdiaúe̥,,,KochGrünberg2014[822],,,,
Yahuna-412_puma-1,,Yahuna,412_puma,yaihóaga,yaihóaga,,,KochGrünberg2014[822],,,,
Koretu-412_puma-1,,Koretu,412_puma,uai̯yumalie̠i,uai̯yumalie̠i,,,KochGrünberg2014[822],,,,
Yupua-412_puma-2,,Yupua,412_puma,(d)yī́diau̯e̥,yī́diau̯e̥,,,KochGrünberg2014[822],,,,
Desano-413_maracaja-1,,Desano,413_maracaja,uaxsohí,uaxsohí,,,KochGrünberg2014[822],,,,
Desano-414_deer-1,,Desano,414_deer,yamá,yamá,,,KochGrünberg2014[822],,,,
Yupua-414_deer-1,,Yupua,414_deer,yámabṓle̠,yámabṓle̠,,,KochGrünberg2014[822],,,,
Yahuna-414_deer-1,,Yahuna,414_deer,yamága,yamága,,,KochGrünberg2014[822],,,,
Koretu-414_deer-1,,Koretu,414_deer,yā́ma ,yā́ma,,,KochGrünberg2014[822],,,,
Yupua-414_deer-2,,Yupua,414_deer,yámabṓre̠,yámabṓre̠,,,KochGrünberg2014[822],,,,
Koretu-414_deer-2,,Koretu,414_deer,yá'ma,yá'ma,,,KochGrünberg2014[822],,,,
Desano-415_stag-1,,Desano,415_stag,yamadiage̥,yamadiage̥,,,KochGrünberg2014[822],,,,
Yupua-415_stag-1,,Yupua,415_stag,be̠tániama ,be̠tániama,,,KochGrünberg2014[822],,,,
Koretu-415_stag-1,,Koretu,415_stag,ya'másio ,ya'másio,,,KochGrünberg2014[822],,,,
Desano-416_otter-1,,Desano,416_otter,diai̯yoa,diai̯yoa,,,KochGrünberg2014[822],,,,
Yupua-416_otter-1,,Yupua,416_otter,kaúala,kaúala,,,KochGrünberg2014[822],,,,
Yahuna-416_otter-1,,Yahuna,416_otter,diayáu,diayáu,,,KochGrünberg2014[822],,,,
Koretu-416_otter-1,,Koretu,416_otter,liayau̯,liayau̯,,,KochGrünberg2014[822],,,,
Desano-417_tapir-1,,Desano,417_tapir,uex̯ké̥,uex̯ké̥,,,KochGrünberg2014[822],,,,
Yupua-417_tapir-1,,Yupua,417_tapir,uike̥,uike̥,,,KochGrünberg2014[822],,,,
Yahuna-417_tapir-1,,Yahuna,417_tapir,uai̯bikínaga,uai̯bikínaga,,,KochGrünberg2014[822],,,,
Koretu-417_tapir-1,,Koretu,417_tapir,ué̠(e̠)ke̥,ué̠ke̥,,,KochGrünberg2014[822],,,,
Desano-418_capybara-1,,Desano,418_capybara,diaúex̯ke̥,diaúex̯ke̥,,,KochGrünberg2014[822],,,,
Yupua-418_capybara-1,,Yupua,418_capybara,diau̯ike̥,diau̯ike̥,,,KochGrünberg2014[822],,,,
Yahuna-418_capybara-1,,Yahuna,418_capybara,ke̠húa,ke̠húa,,,KochGrünberg2014[822],,,,
Koretu-418_capybara-1,,Koretu,418_capybara,ké̠tu,ké̠tu,,,KochGrünberg2014[822],,,,
Yahuna-418_capybara-2,,Yahuna,418_capybara,ke̠húe,ke̠húe,,,KochGrünberg2014[822],,,,
Koretu-418_capybara-2,,Koretu,418_capybara,ké̠'tu,ké̠'tu,,,KochGrünberg2014[822],,,,
Desano-419_paca-1,,Desano,419_paca,tsēmé,tsēmé,,,KochGrünberg2014[822],,,,
Yupua-419_paca-1,,Yupua,419_paca,tsimi,tsimi,,,KochGrünberg2014[822],,,,
Yahuna-419_paca-1,,Yahuna,419_paca,hē̠mé̠a,hē̠mé̠a,,,KochGrünberg2014[822],,,,
Koretu-419_paca-1,,Koretu,419_paca,sé̠me̠,sé̠me̠,,,KochGrünberg2014[822],,,,
Koretu-419_paca-2,,Koretu,419_paca,sé̠'me̠,sé̠'me̠,,,KochGrünberg2014[822],,,,
Desano-420_aguti-1,,Desano,420_aguti,bui,bui,,,KochGrünberg2014[822],,,,
Yupua-420_aguti-1,,Yupua,420_aguti,búi,búi,,,KochGrünberg2014[822],,,,
Yahuna-420_aguti-1,,Yahuna,420_aguti,būía,būía,,,KochGrünberg2014[822],,,,
Koretu-420_aguti-1,,Koretu,420_aguti,b(o)óto,bóto,,,KochGrünberg2014[822],,,,
Yupua-421_agutiuaya-1,,Yupua,421_agutiuaya,bó(x)so,bóso,,,KochGrünberg2014[822],,,,
Yahuna-421_agutiuaya-1,,Yahuna,421_agutiuaya,bohó,bohó,,,KochGrünberg2014[822],,,,
Desano-422_coati-1,,Desano,422_coati,mix̯pi,mix̯pi,,,KochGrünberg2014[822],,,,
Yupua-422_coati-1,,Yupua,422_coati,ui(x̯)pí,uipí,,,KochGrünberg2014[822],,,,
Yahuna-422_coati-1,,Yahuna,422_coati,uipía,uipía,,,KochGrünberg2014[822],,,,
Koretu-422_coati-1,,Koretu,422_coati,míhi,míhi,,,KochGrünberg2014[822],,,,
Koretu-422_coati-2,,Koretu,422_coati,mí'hi,mí'hi,,,KochGrünberg2014[822],,,,
Desano-423_cuatipuru-1,,Desano,423_cuatipuru,mix̯tsóka,mix̯tsóka,,,KochGrünberg2014[822],,,,
Yupua-423_cuatipuru-1,,Yupua,423_cuatipuru,póe̠ro,póe̠ro,,,KochGrünberg2014[822],,,,
Yahuna-423_cuatipuru-1,,Yahuna,423_cuatipuru,mé̠ne̠lika,mé̠ne̠lika,,,KochGrünberg2014[822],,,,
Koretu-423_cuatipuru-1,,Koretu,423_cuatipuru,ualipoké̠ase̥,ualipoké̠ase̥,,,KochGrünberg2014[822],,,,
Desano-424_smallcuatipuru-1,,Desano,424_smallcuatipuru,de̥té̥,de̥té̥,,,KochGrünberg2014[822],,,,
Desano-425_ratmouse-1,,Desano,425_ratmouse,(m)bii,bii,,,KochGrünberg2014[822],,,,
Yupua-425_ratmouse-1,,Yupua,425_ratmouse,bī́i,bī́i,,,KochGrünberg2014[822],,,,
Yahuna-425_ratmouse-1,,Yahuna,425_ratmouse,be̠ía,be̠ía,,,KochGrünberg2014[822],,,,
Koretu-425_ratmouse-1,,Koretu,425_ratmouse,pā́i,pā́i,,,KochGrünberg2014[822],,,,
Yahuna-426_mouse-1,,Yahuna,426_mouse,be̠imakíika,be̠imakíika,,,KochGrünberg2014[822],,,,
Desano-427_armadillo-1,,Desano,427_armadillo,pāmú,pāmú,,,KochGrünberg2014[822],,,,
Yupua-427_armadillo-1,,Yupua,427_armadillo,pamólo,pamólo,,,KochGrünberg2014[822],,,,
Yahuna-427_armadillo-1,,Yahuna,427_armadillo,pamúa,pamúa,,,KochGrünberg2014[822],,,,
Koretu-427_armadillo-1,,Koretu,427_armadillo,hāmu,hāmu,,,KochGrünberg2014[822],,,,
Desano-428_giantarmadillo-1,,Desano,428_giantarmadillo,uex̯képamu,uex̯képamu,,,KochGrünberg2014[822],,,,
Yupua-428_giantarmadillo-1,,Yupua,428_giantarmadillo,ui̯ke̥pamólo,ui̯ke̥pamólo,,,KochGrünberg2014[822],,,,
Yahuna-428_giantarmadillo-1,,Yahuna,428_giantarmadillo,kapilíyaka,kapilíyaka,,,KochGrünberg2014[822],,,,
Koretu-428_giantarmadillo-1,,Koretu,428_giantarmadillo,he̠tókie̥,he̠tókie̥,,,KochGrünberg2014[822],,,,
Desano-429_armadilloshell-1,,Desano,429_armadilloshell,pāmúgax(t)siro,pāmúgaxsiro,,,KochGrünberg2014[822],,,,
Desano-430_sloth-1,,Desano,430_sloth,kē̠rá,kē̠rá,,,KochGrünberg2014[822],,,,
Yupua-430_sloth-1,,Yupua,430_sloth,kē̠rá,kē̠rá,,,KochGrünberg2014[822],,,,
Yahuna-430_sloth-1,,Yahuna,430_sloth,puúa,puúa,,,KochGrünberg2014[822],,,,
Koretu-430_sloth-1,,Koretu,430_sloth,hṓta,hṓta,,,KochGrünberg2014[822],,,,
Desano-431_giantanteater-1,,Desano,431_giantanteater,būgú,būgú,,,KochGrünberg2014[822],,,,
Yupua-431_giantanteater-1,,Yupua,431_giantanteater,yapú,yapú,,,KochGrünberg2014[822],,,,
Yahuna-431_giantanteater-1,,Yahuna,431_giantanteater,ue̠ága,ue̠ága,,,KochGrünberg2014[822],,,,
Koretu-431_giantanteater-1,,Koretu,431_giantanteater,hū́niupu̠,hū́niupu̠,,,KochGrünberg2014[822],,,,
Desano-432_littleanteater-1,,Desano,432_littleanteater,mohótolipagage̥,mohótolipagage̥,,,KochGrünberg2014[822],,,,
Yupua-432_littleanteater-1,,Yupua,432_littleanteater,būlutx̯í,būlutx̯í,,,KochGrünberg2014[822],,,,
Yahuna-432_littleanteater-1,,Yahuna,432_littleanteater,burúa,burúa,,,KochGrünberg2014[822],,,,
Koretu-432_littleanteater-1,,Koretu,432_littleanteater,pṓrokiasi,pṓrokiasi,,,KochGrünberg2014[822],,,,
Yupua-432_littleanteater-2,,Yupua,432_littleanteater,būlut(š)i,būluti,,,KochGrünberg2014[822],,,,
Desano-433_taitetupig-1,,Desano,433_taitetupig,ye̠x̯sé̠puru,ye̠x̯sé̠puru,,,KochGrünberg2014[822],,,,
Yupua-433_taitetupig-1,,Yupua,433_taitetupig,sé̠se̠buti,sé̠se̠buti,,,KochGrünberg2014[822],,,,
Yahuna-433_taitetupig-1,,Yahuna,433_taitetupig,hē̠kápe̠raga,hē̠kápe̠raga,,,KochGrünberg2014[822],,,,
Koretu-433_taitetupig-1,,Koretu,433_taitetupig,liáme̥kiatu,liáme̥kiatu,,,KochGrünberg2014[822],,,,
Desano-433_taitetupig-2,,Desano,433_taitetupig,ye̠x̯sé̠pulu,ye̠x̯sé̠pulu,,,KochGrünberg2014[822],,,,
Yupua-433_taitetupig-2,,Yupua,433_taitetupig,(t)sé̠(t)se̠buti,sé̠se̠buti,,,KochGrünberg2014[822],,,,
Desano-434_taiasupig-1,,Desano,434_taiasupig,ye̠x̯sé̠,ye̠x̯sé̠,,,KochGrünberg2014[822],,,,
Yupua-434_taiasupig-1,,Yupua,434_taiasupig,sé̠se̠talage̥,sé̠se̠talage̥,,,KochGrünberg2014[822],,,,
Yahuna-434_taiasupig-1,,Yahuna,434_taiasupig,he̠hé̠a,he̠hé̠a,,,KochGrünberg2014[822],,,,
Koretu-434_taiasupig-1,,Koretu,434_taiasupig,sḗ̠se̠,sḗ̠se̠,,,KochGrünberg2014[822],,,,
Yupua-434_taiasupig-2,,Yupua,434_taiasupig,(t)sé̠(l)se̠talage̥,sé̠se̠talage̥,,,KochGrünberg2014[822],,,,
Desano-435_pigteeth-1,,Desano,435_pigteeth,ye̠x̯sé̠guikiri,ye̠x̯sé̠guikiri,,,KochGrünberg2014[822],,,,
Desano-436_pigeuropean-1,,Desano,436_pigeuropean,ye̠x̯sé̠,ye̠x̯sé̠,,,KochGrünberg2014[822],,,,
Desano-437_dog-1,,Desano,437_dog,díai̯yi,díai̯yi,,,KochGrünberg2014[822],,,,
Yupua-437_dog-1,,Yupua,437_dog,dyī́ma(x)sa,dyī́masa,,,KochGrünberg2014[822],,,,
Yahuna-437_dog-1,,Yahuna,437_dog,ye̠ué̠koa,ye̠ué̠koa,,,KochGrünberg2014[822],,,,
Koretu-437_dog-1,,Koretu,437_dog,yaime̠ko,yaime̠ko,,,KochGrünberg2014[822],,,,
Desano-438_cat-1,,Desano,438_cat,pitsána,pitsána,,,KochGrünberg2014[822],,,,
Yahuna-439_manatee-1,,Yahuna,439_manatee,diau̯e̠kía,diau̯e̠kía,,,KochGrünberg2014[822],,,,
Yahuna-439_manatee-2,,Yahuna,439_manatee,yoaláua,yoaláua,,,KochGrünberg2014[822],,,,
Desano-440_dolphin-1,,Desano,440_dolphin,dex̯kópolesiriro,dex̯kópolesiriro,,,KochGrünberg2014[822],,,,
Yahuna-440_dolphin-1,,Yahuna,440_dolphin,amálaka,amálaka,,,KochGrünberg2014[822],,,,
Desano-441_birdpassarinho-1,,Desano,441_birdpassarinho,minimã(g)ẽ ,minimãẽ,,,KochGrünberg2014[822],,,,
Yupua-441_birdpassarinho-1,,Yupua,441_birdpassarinho,mīrá,mīrá,,,KochGrünberg2014[822],,,,
Yahuna-441_birdpassarinho-1,,Yahuna,441_birdpassarinho,ui(d)yága,uiyága,,,KochGrünberg2014[822],,,,
Koretu-441_birdpassarinho-1,,Koretu,441_birdpassarinho,uaíhia,uaíhia,,,KochGrünberg2014[822],,,,
Desano-442_egg-1,,Desano,442_egg,minimã́(g)ẽndiuli,minimã́ẽndiuli,,,KochGrünberg2014[822],,,,
Yupua-442_egg-1,,Yupua,442_egg,mīrándia,mīrándia,,,KochGrünberg2014[822],,,,
Koretu-442_egg-1,,Koretu,442_egg,uai̯híaliāre̥,uai̯híaliāre̥,,,KochGrünberg2014[822],,,,
Desano-443_redmacaw-1,,Desano,443_redmacaw,mahá,mahá,,,KochGrünberg2014[822],,,,
Yupua-443_redmacaw-1,,Yupua,443_redmacaw,mahá,mahá,,,KochGrünberg2014[822],,,,
Yahuna-443_redmacaw-1,,Yahuna,443_redmacaw,háulaka,háulaka,,,KochGrünberg2014[822],,,,
Koretu-443_redmacaw-1,,Koretu,443_redmacaw,hā́ru,hā́ru,,,KochGrünberg2014[822],,,,
Yupua-444_bluemacaw-1,,Yupua,444_bluemacaw,mahapṓ(g)ua,mahapṓua,,,KochGrünberg2014[822],,,,
Koretu-444_bluemacaw-1,,Koretu,444_bluemacaw,makiátāre̥,makiátāre̥,,,KochGrünberg2014[822],,,,
Desano-445_periquito-1,,Desano,445_periquito,gex̯kéru,gex̯kéru,,,KochGrünberg2014[822],,,,
Yupua-445_periquito-1,,Yupua,445_periquito,bulu(g)ái,buluái,,,KochGrünberg2014[822],,,,
Yahuna-445_periquito-1,,Yahuna,445_periquito,tuia,tuia,,,KochGrünberg2014[822],,,,
Koretu-445_periquito-1,,Koretu,445_periquito,tsḗri,tsḗri,,,KochGrünberg2014[822],,,,
Yahuna-445_periquito-2,,Yahuna,445_periquito,tsī́ria,tsī́ria,,,KochGrünberg2014[822],,,,
Desano-446_parrot-1,,Desano,446_parrot,uex̯gó,uex̯gó,,,KochGrünberg2014[822],,,,
Yupua-446_parrot-1,,Yupua,446_parrot,bṓgo,bṓgo,,,KochGrünberg2014[822],,,,
Yahuna-446_parrot-1,,Yahuna,446_parrot,pakóloka,pakóloka,,,KochGrünberg2014[822],,,,
Koretu-446_parrot-1,,Koretu,446_parrot,soráko,soráko,,,KochGrünberg2014[822],,,,
Desano-446_parrot-2,,Desano,446_parrot,uex̯kó,uex̯kó,,,KochGrünberg2014[822],,,,
Koretu-446_parrot-2,,Koretu,446_parrot,(t)soráko,soráko,,,KochGrünberg2014[822],,,,
Desano-447_anaca-1,,Desano,447_anaca,doé,doé,,,KochGrünberg2014[822],,,,
Yahuna-447_anaca-1,,Yahuna,447_anaca,oalákaka,oalákaka,,,KochGrünberg2014[822],,,,
Koretu-447_anaca-1,,Koretu,447_anaca,uarákie̥,uarákie̥,,,KochGrünberg2014[822],,,,
Desano-448_mutum-1,,Desano,448_mutum,nuxpí,nuxpí,,,KochGrünberg2014[823],,,,
Yupua-448_mutum-1,,Yupua,448_mutum,diakútsi,diakútsi,,,KochGrünberg2014[823],,,,
Yahuna-448_mutum-1,,Yahuna,448_mutum,kutía,kutía,,,KochGrünberg2014[823],,,,
Koretu-448_mutum-1,,Koretu,448_mutum,kúisi,kúisi,,,KochGrünberg2014[823],,,,
Yupua-448_mutum-2,,Yupua,448_mutum,diakút(š)i,diakúti,,,KochGrünberg2014[823],,,,
Yahuna-448_mutum-2,,Yahuna,448_mutum,kut(š)ía,kutía,,,KochGrünberg2014[823],,,,
Desano-449_urumutum-1,,Desano,449_urumutum,e̠hḗ̠be̥ge̥,e̠hḗ̠be̥ge̥,,,KochGrünberg2014[823],,,,
Yupua-449_urumutum-1,,Yupua,449_urumutum,me̥siī́ṅge̥,me̥siī́ṅge̥,,,KochGrünberg2014[823],,,,
Yahuna-449_urumutum-1,,Yahuna,449_urumutum,lukía,lukía,,,KochGrünberg2014[823],,,,
Koretu-449_urumutum-1,,Koretu,449_urumutum,hā́sikia̠li,hā́sikia̠li,,,KochGrünberg2014[823],,,,
Desano-450_jacu-1,,Desano,450_jacu,kālamhé,kālamhé,,,KochGrünberg2014[823],,,,
Yupua-450_jacu-1,,Yupua,450_jacu,makaúe̠dya,makaúe̠dya,,,KochGrünberg2014[823],,,,
Yahuna-450_jacu-1,,Yahuna,450_jacu,mālé̠a,mālé̠a,,,KochGrünberg2014[823],,,,
Koretu-450_jacu-1,,Koretu,450_jacu,mā́lai̯e̥,mā́lai̯e̥,,,KochGrünberg2014[823],,,,
Desano-451_cujubim-1,,Desano,451_cujubim,kalá,kalá,,,KochGrünberg2014[823],,,,
Yupua-451_cujubim-1,,Yupua,451_cujubim,kā́la,kā́la,,,KochGrünberg2014[823],,,,
Yahuna-451_cujubim-1,,Yahuna,451_cujubim,kúdyuiga,kúdyuiga,,,KochGrünberg2014[823],,,,
Koretu-451_cujubim-1,,Koretu,451_cujubim,kúyui̯,kúyui̯,,,KochGrünberg2014[823],,,,
Desano-452_jacamy-1,,Desano,452_jacamy,moá(m)bulebu,moábulebu,,,KochGrünberg2014[823],,,,
Yupua-452_jacamy-1,,Yupua,452_jacamy,móāsi,móāsi,,,KochGrünberg2014[823],,,,
Yahuna-452_jacamy-1,,Yahuna,452_jacamy,moákahe̠a,moákahe̠a,,,KochGrünberg2014[823],,,,
Koretu-452_jacamy-1,,Koretu,452_jacamy,mṓai̯e̥,mṓai̯e̥,,,KochGrünberg2014[823],,,,
Desano-453_corocoro-1,,Desano,453_corocoro,kōlólu,kōlólu,,,KochGrünberg2014[823],,,,
Yupua-453_corocoro-1,,Yupua,453_corocoro,koló,koló,,,KochGrünberg2014[823],,,,
Yahuna-453_corocoro-1,,Yahuna,453_corocoro,ḳoákuru,ḳoákuru,,,KochGrünberg2014[823],,,,
Koretu-453_corocoro-1,,Koretu,453_corocoro,likókoto,likókoto,,,KochGrünberg2014[823],,,,
Desano-453_corocoro-2,,Desano,453_corocoro,kōróru,kōróru,,,KochGrünberg2014[823],,,,
Yupua-453_corocoro-2,,Yupua,453_corocoro,koró,koró,,,KochGrünberg2014[823],,,,
Desano-454_greatinambu-1,,Desano,454_greatinambu,ã̄(g)ã̄́,ã̄ã̄́,,,KochGrünberg2014[823],,,,
Yupua-454_greatinambu-1,,Yupua,454_greatinambu,ā́(g)ēlē,ā́ēlē,,,KochGrünberg2014[823],,,,
Yahuna-454_greatinambu-1,,Yahuna,454_greatinambu,ā́kaka,ā́kaka,,,KochGrünberg2014[823],,,,
Koretu-454_greatinambu-1,,Koretu,454_greatinambu,hā́kia,hā́kia,,,KochGrünberg2014[823],,,,
Desano-455_littleinambu-1,,Desano,455_littleinambu,yairó,yairó,,,KochGrünberg2014[823],,,,
Desano-456_dove-1,,Desano,456_dove,buxhuá,buxhuá,,,KochGrünberg2014[823],,,,
Yupua-456_dove-1,,Yupua,456_dove,bútu,bútu,,,KochGrünberg2014[823],,,,
Yahuna-456_dove-1,,Yahuna,456_dove,ókoe̠pakoa,ókoe̠pakoa,,,KochGrünberg2014[823],,,,
Koretu-456_dove-1,,Koretu,456_dove,okókuli,okókuli,,,KochGrünberg2014[823],,,,
Yupua-456_dove-2,,Yupua,456_dove,(b)útu,útu,,,KochGrünberg2014[823],,,,
