ID	CONCEPT	CONCEPT_IN_SOURCE	DATASET	DOCULECT	GLOTTOCODE	VALUE	FORM	TOKENS	LID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
215	my hand	my hand	hubercolumbian	H-Desano	desa1247	ji̵ bõhṍtõ	ji̵ bõhṍtõ	j ɨ + b õ h õ t õ	hubercolumbian-Desano-208_myhand-1	6 7 9 1 7 3 7 1 7	AX_AXBYBZ	JI_PUHUTU	1	1.J.C 1.I.V 1._._ 1.P.C 1.U.V 1.H.C 1.U.V 1.T.C 1.U.V	2.0 1.5 0.0 2.0 1.5 1.75 1.3 1.75 0.8	jɨ+bõhõtõ	0	1490
611	my hand	my hand	hubercolumbian	H-Siriano	siri1274	jaʔá bõhõ	jaʔá bõhõ	j a ʔ a + b õ h õ	hubercolumbian-Siriano-208_myhand-1	6 7 1 7 9 1 7 3 7	AXBZ_AXBZ	JAHA_PUHU	2	2.J.C 2.A.V 2.H.C 2.A.V 2._._ 2.P.C 2.U.V 2.H.C 2.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	jaʔa+bõhõ	0	1490
996	my hand	my hand	hubercolumbian	H-Tanimuca	tani1257	jipitaka	jipitaka	j i p i t a k a	hubercolumbian-Tanimuca-208_myhand-1	6 7 1 7 1 7 1 7	AXBYBYBZ	JIPITAKA	3	3.J.C 3.I.V 3.P.C 3.I.V 3.T.C 3.A.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	jipitaka	0	1492
1460	my son	my son	kochtukanoan	K-Desano	desa1247	yémã(g)ẽ	yémãẽ	j e m ã ẽ	kochtukanoan-Desano-351_myson-1	6 7 4 7 7	AXBYZ	JEMAE	4	4.J.C 4.E.V 4.M.C 4.A.V 4.E.V	2.0 1.5 1.75 1.3 0.8	jemãẽ	0	1493
2054	my son	my son	kochtukanoan	K-Yupua	jupu1235	yee̥mã́(g)e̥	yee̥mã́e̥	j e ɨ m ã ɨ	kochtukanoan-Yupua-351_myson-1	6 7 7 4 7 7	AXYBYZ	JEIMAI	7	7.J.C 7.E.V 7.I.V 7.M.C 7.A.V 7.I.V	2.0 1.5 1.3 1.75 1.3 0.8	jeɨmãɨ	0	1493
2055	my son	my son	kochtukanoan	K-Yupua	jupu1235	yée̥mã̄(g)e̥	yée̥mã̄e̥	j e ɨ m ã ã ɨ	kochtukanoan-Yupua-351_myson-2	6 7 7 4 7 7 7	AXYBYYZ	JEIMAAI	7	7.J.C 7.E.V 7.I.V 7.M.C 7.A.V 7.A.V 7.I.V	2.0 1.5 1.3 1.75 1.3 1.3 0.8	jeɨmããɨ	0	1493
2727	my son	my son	kochtukanoan	K-Yahuna	yahu1241	yimā́ki	yimā́ki	j i m a a k i	kochtukanoan-Yahuna-351_myson-1	6 7 4 7 7 1 7	AXBYYBZ	JIMAAKI	6	6.J.C 6.I.V 6.M.C 6.A.V 6.A.V 6.K.C 6.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	jimaaki	0	1493
3236	my son	my son	kochtukanoan	K-Koretu	cure1236	nī́ya	nī́ya	n i i j a	kochtukanoan-Koretu-351_myson-1	4 7 7 6 7	AXYBZ	NIIJA	5	5.N.C 5.I.V 5.I.V 5.J.C 5.A.V	2.0 1.5 1.3 1.75 0.8	niija	1	1494
3237	my son	my son	kochtukanoan	K-Koretu	cure1236	símāke̥	símāke̥	s i m a a k ɨ	kochtukanoan-Koretu-351_myson-2	3 7 4 7 7 1 7	AXBYYBZ	SIMAAKI	5	5.S.C 5.I.V 5.M.C 5.A.V 5.A.V 5.K.C 5.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	simaakɨ	0	1493
320	name	name	hubercolumbian	H-Desano	desa1247	wãĩ́	wãĩ́	w ã ĩ	hubercolumbian-Desano-301_name-1	6 7 7	AXZ	WAI	1	1.W.C 1.A.V 1.I.V	2.0 1.5 0.8	wãĩ	0	1495
707	name	name	hubercolumbian	H-Siriano	siri1274	wãĩ́	wãĩ́	w ã ĩ	hubercolumbian-Siriano-301_name-1	6 7 7	AXZ	WAI	2	2.W.C 2.A.V 2.I.V	2.0 1.5 0.8	wãĩ	0	1495
1095	name	name	hubercolumbian	H-Tanimuca	tani1257	wãbẽã	wãbẽã	w ã b ẽ ã	hubercolumbian-Tanimuca-301_name-1	6 7 1 7 7	AXBYZ	WAPEA	3	3.W.C 3.A.V 3.P.C 3.E.V 3.A.V	2.0 1.5 1.75 1.3 0.8	wãbẽã	0	1495
245	nape (of neck)	the neck region	hubercolumbian	H-Desano	desa1247	wĩ̵rĩ̵́gĩ̵	wĩ̵rĩ̵́gĩ̵	w ɨ̃ r ɨ̃ g ɨ̃	hubercolumbian-Desano-237_theneckregion-1	6 7 5 7 1 7	AXBYBZ	WIRIKI	1	1.W.C 1.I.V 1.R.C 1.I.V 1.K.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	wɨ̃rɨ̃gɨ̃	0	1496
640	nape (of neck)	the neck region	hubercolumbian	H-Siriano	siri1274	wĩ̵́dũgĩ̵	wĩ̵́dũgĩ̵	w ɨ̃ d ũ g ɨ̃	hubercolumbian-Siriano-237_theneckregion-1	6 7 1 7 1 7	AXBYBZ	WITYKI	2	2.W.C 2.I.V 2.T.C 2.Y.V 2.K.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	wɨ̃dũgɨ̃	0	1496
1028	nape (of neck)	the neck region	hubercolumbian	H-Tanimuca	tani1257	wãbũã	wãbũã	w ã b ũ ã	hubercolumbian-Tanimuca-237_theneckregion-1	6 7 1 7 7	AXBYZ	WAPYA	3	3.W.C 3.A.V 3.P.C 3.Y.V 3.A.V	2.0 1.5 1.75 1.3 0.8	wãbũã	1	1498
1237	nape (of neck)	nape (of neck)	kochtukanoan	K-Desano	desa1247	kā́te̥	kā́te̥	k a a t ɨ	kochtukanoan-Desano-55_napeofneck-1	1 7 7 1 7	AXYBZ	KAATI	4	4.K.C 4.A.V 4.A.V 4.T.C 4.I.V	2.0 1.5 1.3 1.75 0.8	kaatɨ	0	1499
2425	nape (of neck)	nape (of neck)	kochtukanoan	K-Yahuna	yahu1241	uáme̥a	uáme̥a	w a m ɨ a	kochtukanoan-Yahuna-55_napeofneck-1	6 7 4 7 7	AXBYZ	WAMIA	6	6.W.C 6.A.V 6.M.C 6.I.V 6.A.V	2.0 1.5 1.75 1.3 0.8	wamɨa	1	1498
349	narrow	narrow	hubercolumbian	H-Desano	desa1247	eʔjabiri	eʔjabiri	e ʔ j a b i r i	hubercolumbian-Desano-331_narrow-1	7 1 6 7 1 7 5 7	XBCYBYBZ	EHJAPIRI	1	1.E.V 1.H.C 1.J.C 1.A.V 1.P.C 1.I.V 1.R.C 1.I.V	1.5 1.75 1.5 1.3 1.75 1.3 1.75 0.8	eʔjabiri	0	1500
741	narrow	narrow	hubercolumbian	H-Siriano	siri1274	eʔjábírí	eʔjábírí	e ʔ j a b i r i	hubercolumbian-Siriano-331_narrow-1	7 1 6 7 1 7 5 7	XBCYBYBZ	EHJAPIRI	2	2.E.V 2.H.C 2.J.C 2.A.V 2.P.C 2.I.V 2.R.C 2.I.V	1.5 1.75 1.5 1.3 1.75 1.3 1.75 0.8	eʔjabiri	0	1500
1128	narrow	narrow	hubercolumbian	H-Tanimuca	tani1257	hoʔbabãrĩã	hoʔbabãrĩã	h o ʔ b a b ã r ĩ ã	hubercolumbian-Tanimuca-331_narrow-1	3 7 1 1 7 1 7 5 7 7	AXMBYBYBYZ	HUHPAPARIA	3	3.H.C 3.U.V 3.H.c 3.P.C 3.A.V 3.P.C 3.A.V 3.R.C 3.I.V 3.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 0.8	hoʔbabãrĩã	0	1500
1129	narrow	narrow	hubercolumbian	H-Tanimuca	tani1257	jõãhĩka	jõãhĩka	j õ ã h ĩ k a	hubercolumbian-Tanimuca-331_narrow-2	6 7 7 3 7 1 7	AXYBYBZ	JUAHIKA	3	3.J.C 3.U.V 3.A.V 3.H.C 3.I.V 3.K.C 3.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	jõãhĩka	0	1503
1293	narrow river arm (paraná miri)	narrow river arm (paraná miri)	kochtukanoan	K-Desano	desa1247	yūli	yūli	j u u ɺ i	kochtukanoan-Desano-106_narrowriverarmparanamiri-1	6 7 7 5 7	AXYBZ	JYYRI	4	4.J.C 4.Y.V 4.Y.V 4.R.C 4.I.V	2.0 1.5 1.3 1.75 0.8	juuɺi	0	1504
339	navel	navel	hubercolumbian	H-Desano	desa1247	sũbṹrũ	sũbṹrũ	s ũ b ũ r ũ	hubercolumbian-Desano-318_navel-1	3 7 1 7 5 7	AXBYBZ	SYPYRY	1	1.S.C 1.Y.V 1.P.C 1.Y.V 1.R.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	sũbũrũ	0	1505
724	navel	navel	hubercolumbian	H-Siriano	siri1274	sũbṹrṹ	sũbṹrṹ	s ũ b ũ r ũ	hubercolumbian-Siriano-318_navel-1	3 7 1 7 5 7	AXBYBZ	SYPYRY	2	2.S.C 2.Y.V 2.P.C 2.Y.V 2.R.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	sũbũrũ	0	1505
1114	navel	navel	hubercolumbian	H-Tanimuca	tani1257	hũbũkopea	hũbũkopea	h ũ b ũ k o p e a	hubercolumbian-Tanimuca-318_navel-1	3 7 1 7 1 7 1 7 7	AXBYBYBYZ	HYPYKUPEA	3	3.H.C 3.Y.V 3.P.C 3.Y.V 3.K.C 3.U.V 3.P.C 3.E.V 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	hũbũkopea	0	1507
1248	navel	navel	kochtukanoan	K-Desano	desa1247	tsomóno	tsomóno	ts ɔ m ɔ n ɔ	kochtukanoan-Desano-64_navel-1	2 7 4 7 4 7	AXBYBZ	CUMUNU	4	4.C.C 4.U.V 4.M.C 4.U.V 4.N.C 4.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tsɔmɔnɔ	0	1508
1912	navel	navel	kochtukanoan	K-Yupua	jupu1235	t(š)umúnu	tumúnu	t u m u n u	kochtukanoan-Yupua-64_navel-1	1 7 4 7 4 7	AXBYBZ	TYMYNY	7	7.T.C 7.Y.V 7.M.C 7.Y.V 7.N.C 7.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	tumunu	0	1508
1913	navel	navel	kochtukanoan	K-Yupua	jupu1235	yat(š)umúnu	yatumúnu	j a t u m u n u	kochtukanoan-Yupua-64_navel-2	6 7 1 7 4 7 4 7	AXBYBYBZ	JATYMYNY	7	7.J.C 7.A.V 7.T.C 7.Y.V 7.M.C 7.Y.V 7.N.C 7.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	jatumunu	0	1508
1914	navel	navel	kochtukanoan	K-Yupua	jupu1235	yasómono	yasómono	j a s ɔ m ɔ n ɔ	kochtukanoan-Yupua-64_navel-3	6 7 3 7 4 7 4 7	AXBYBYBZ	JASUMUNU	7	7.J.C 7.A.V 7.S.C 7.U.V 7.M.C 7.U.V 7.N.C 7.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	jasɔmɔnɔ	0	1508
2435	navel	navel	kochtukanoan	K-Yahuna	yahu1241	homokópe̠	homokópe̠	h ɔ m ɔ k ɔ p ɛ	kochtukanoan-Yahuna-64_navel-1	3 7 4 7 1 7 1 7	AXBYBYBZ	HUMUKUPE	6	6.H.C 6.U.V 6.M.C 6.U.V 6.K.C 6.U.V 6.P.C 6.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hɔmɔkɔpɛ	0	1507
3131	navel	navel	kochtukanoan	K-Koretu	cure1236	sítoūkia	sítoūkia	s i t ɔ u u k i a	kochtukanoan-Koretu-64_navel-1	3 7 1 7 7 7 1 7 7	AXBYYYBYZ	SITUYYKIA	5	5.S.C 5.I.V 5.T.C 5.U.V 5.Y.V 5.Y.V 5.K.C 5.I.V 5.A.V	2.0 1.5 1.75 1.3 1.3 1.3 1.75 1.3 0.8	sitɔuukia	0	1509
351	near	near	hubercolumbian	H-Desano	desa1247	poʔrogã́	poʔrogã́	p o ʔ r o g ã	hubercolumbian-Desano-333_near-1	1 7 1 5 7 1 7	AXBCYBZ	PUHRUKA	1	1.P.C 1.U.V 1.H.C 1.R.C 1.U.V 1.K.C 1.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	poʔrogã	0	1510
743	near	near	hubercolumbian	H-Siriano	siri1274	pi̵ʔrógã	pi̵ʔrógã	p ɨ ʔ r o g ã	hubercolumbian-Siriano-333_near-1	1 7 1 5 7 1 7	AXBCYBZ	PIHRUKA	2	2.P.C 2.I.V 2.H.C 2.R.C 2.U.V 2.K.C 2.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	pɨʔrogã	0	1510
1131	near	near	hubercolumbian	H-Tanimuca	tani1257	kojia	kojia	k o j i a	hubercolumbian-Tanimuca-333_near-1	1 7 6 7 7	AXBYZ	KUJIA	3	3.K.C 3.U.V 3.J.C 3.I.V 3.A.V	2.0 1.5 1.75 1.3 0.8	kojia	0	1512
1766	near	near	kochtukanoan	K-Desano	desa1247	yḗpolo	yḗpolo	j e e p ɔ ɺ ɔ	kochtukanoan-Desano-710_near-1	6 7 7 1 7 5 7	AXYBYBZ	JEEPURU	4	4.J.C 4.E.V 4.E.V 4.P.C 4.U.V 4.R.C 4.U.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	jeepɔɺɔ	0	1513
1767	near	near	kochtukanoan	K-Desano	desa1247	yḗporo	yḗporo	j e e p ɔ ɾ ɔ	kochtukanoan-Desano-710_near-2	6 7 7 1 7 5 7	AXYBYBZ	JEEPURU	4	4.J.C 4.E.V 4.E.V 4.P.C 4.U.V 4.R.C 4.U.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	jeepɔɾɔ	0	1513
2289	near	near	kochtukanoan	K-Yupua	jupu1235	yoamaí	yoamaí	j ɔ a m a i	kochtukanoan-Yupua-710_near-1	6 7 7 4 7 7	AXYBYZ	JUAMAI	7	7.J.C 7.U.V 7.A.V 7.M.C 7.A.V 7.I.V	2.0 1.5 1.3 1.75 1.3 0.8	jɔamai	0	1515
3039	near	near	kochtukanoan	K-Yahuna	yahu1241	yoé̠mata̠óihi	yoé̠mata̠óihi	j ɔ ɛ m a t ɑ ɔ i h i	kochtukanoan-Yahuna-710_near-1	6 7 7 4 7 1 7 7 7 3 7	AXYBYBYYYBZ	JUEMATAUIHI	6	6.J.C 6.U.V 6.E.V 6.M.C 6.A.V 6.T.C 6.A.V 6.U.V 6.I.V 6.H.C 6.I.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.3 1.3 1.75 0.8	jɔɛmatɑɔihi	0	1515
3437	near	near	kochtukanoan	K-Koretu	cure1236	tṓkie̥āne̥	tṓkie̥āne̥	t ɔ ɔ k i ɨ a a n ɨ	kochtukanoan-Koretu-710_near-1	1 7 7 1 7 7 7 7 4 7	AXYBYYYYBZ	TUUKIIAANI	5	5.T.C 5.U.V 5.U.V 5.K.C 5.I.V 5.I.V 5.A.V 5.A.V 5.N.C 5.I.V	2.0 1.5 1.3 1.75 1.3 1.3 1.3 1.3 1.75 0.8	tɔɔkiɨaanɨ	0	1514
3438	near	near	kochtukanoan	K-Koretu	cure1236	tṓki(e̥)āne̥	tṓkiāne̥	t ɔ ɔ k i a a n ɨ	kochtukanoan-Koretu-710_near-2	1 7 7 1 7 7 7 4 7	AXYBYYYBZ	TUUKIAANI	5	5.T.C 5.U.V 5.U.V 5.K.C 5.I.V 5.A.V 5.A.V 5.N.C 5.I.V	2.0 1.5 1.3 1.75 1.3 1.3 1.3 1.75 0.8	tɔɔkiaanɨ	0	1514
15	neck	neck	hubercolumbian	H-Desano	desa1247	wĩ̵nĩ̵́gĩ̵	wĩ̵nĩ̵́gĩ̵	w ɨ̃ n ɨ̃ g ɨ̃	hubercolumbian-Desano-13_neck-1	6 7 4 7 1 7	AXBYBZ	WINIKI	1	1.W.C 1.I.V 1.N.C 1.I.V 1.K.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	wɨ̃nɨ̃gɨ̃	0	1516
415	neck	neck	hubercolumbian	H-Siriano	siri1274	wĩ̵́rĩ̵gũ	wĩ̵́rĩ̵gũ	w ɨ̃ r ɨ̃ g ũ	hubercolumbian-Siriano-13_neck-1	6 7 5 7 1 7	AXBYBZ	WIRIKY	2	2.W.C 2.I.V 2.R.C 2.I.V 2.K.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	wɨ̃rɨ̃gũ	0	1516
800	neck	neck	hubercolumbian	H-Tanimuca	tani1257	wãbũã	wãbũã	w ã b ũ ã	hubercolumbian-Tanimuca-13_neck-1	6 7 1 7 7	AXBYZ	WAPYA	3	3.W.C 3.A.V 3.P.C 3.Y.V 3.A.V	2.0 1.5 1.75 1.3 0.8	wãbũã	0	1518
1236	neck	neck	kochtukanoan	K-Desano	desa1247	ue̥nṹ(g)õ	ue̥nṹõ	w ɨ n ũ ɔ̃	kochtukanoan-Desano-54_neck-1	6 7 4 7 7	AXBYZ	WINYU	4	4.W.C 4.I.V 4.N.C 4.Y.V 4.U.V	2.0 1.5 1.75 1.3 0.8	wɨnũɔ̃	0	1518
1904	neck	neck	kochtukanoan	K-Yupua	jupu1235	yaué̥	yaué̥	j a w ɨ	kochtukanoan-Yupua-54_neck-1	6 7 6 7	AXBZ	JAWI	7	7.J.C 7.A.V 7.W.C 7.I.V	2.0 1.5 1.75 0.8	jawɨ	0	1522
2424	neck	neck	kochtukanoan	K-Yahuna	yahu1241	uáme̥a	uáme̥a	w a m ɨ a	kochtukanoan-Yahuna-54_neck-1	6 7 4 7 7	AXBYZ	WAMIA	6	6.W.C 6.A.V 6.M.C 6.I.V 6.A.V	2.0 1.5 1.75 1.3 0.8	wamɨa	0	1518
3125	neck	neck	kochtukanoan	K-Koretu	cure1236	siuaḥíkie̯	siuaḥíkie̯	s i w a h i k i e	kochtukanoan-Koretu-54_neck-1	3 7 6 7 3 7 1 7 7	AXBYBYBYZ	SIWAHIKIE	5	5.S.C 5.I.V 5.W.C 5.A.V 5.H.C 5.I.V 5.K.C 5.I.V 5.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	siwahikie	0	1516
2671	necklace made from black cocoons	necklace made from black cocoons	kochtukanoan	K-Yahuna	yahu1241	tupúlakoa	tupúlakoa	t u p u ɺ a k ɔ a	kochtukanoan-Yahuna-299_necklacemadefromblackcocoons-1	1 7 1 7 5 7 1 7 7	AXBYBYBYZ	TYPYRAKUA	6	6.T.C 6.Y.V 6.P.C 6.Y.V 6.R.C 6.A.V 6.K.C 6.U.V 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	tupuɺakɔa	0	1523
2672	necklace made from gray grass seeds (Sta. Maria Capim)	necklace made from gray grass seeds (Sta. Maria Capim)	kochtukanoan	K-Yahuna	yahu1241	óaka	óaka	ɔ a k a	kochtukanoan-Yahuna-300_necklacemadefromgraygrassseedsstamariacapim-1	7 7 1 7	XYBZ	UAKA	6	6.U.V 6.A.V 6.K.C 6.A.V	1.5 1.3 1.75 0.8	ɔaka	1	1524
2661	needle (for sewing)	needle (for sewing)	kochtukanoan	K-Yahuna	yahu1241	pḗ̠repota	pḗ̠repota	p ɛ ɛ ɾ e p ɔ t a	kochtukanoan-Yahuna-284_needleforsewing-1	1 7 7 5 7 1 7 1 7	AXYBYBYBZ	PEEREPUTA	6	6.P.C 6.E.V 6.E.V 6.R.C 6.E.V 6.P.C 6.U.V 6.T.C 6.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	pɛɛɾepɔta	0	1525
316	new	new	hubercolumbian	H-Desano	desa1247	bã́bã	bã́bã	b ã b ã	hubercolumbian-Desano-298_new-1	1 7 1 7	AXBZ	PAPA	1	1.P.C 1.A.V 1.P.C 1.A.V	2.0 1.5 1.75 0.8	bãbã	0	1526
704	new	new	hubercolumbian	H-Siriano	siri1274	bãbã́	bãbã́	b ã b ã	hubercolumbian-Siriano-298_new-1	1 7 1 7	AXBZ	PAPA	2	2.P.C 2.A.V 2.P.C 2.A.V	2.0 1.5 1.75 0.8	bãbã	0	1526
1092	new	new	hubercolumbian	H-Tanimuca	tani1257	bãbãka	bãbãka	b ã b ã k a	hubercolumbian-Tanimuca-298_new-1	1 7 1 7 1 7	AXBYBZ	PAPAKA	3	3.P.C 3.A.V 3.P.C 3.A.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bãbãka	0	1526
1316	new moon	new moon	kochtukanoan	K-Desano	desa1247	mamadai̯y(o)áge̥	mamadai̯yáge̥	m a m a d a i j a g ɨ	kochtukanoan-Desano-134_newmoon-1	4 7 4 7 1 7 7 6 7 1 7	AXBYBYYBYBZ	MAMATAIJAKI	4	4.M.C 4.A.V 4.M.C 4.A.V 4.T.C 4.A.V 4.I.V 4.J.C 4.A.V 4.K.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 1.3 1.75 0.8	mamadaijagɨ	0	1527
1964	new moon	new moon	kochtukanoan	K-Yupua	jupu1235	áue̠mame̥	áue̠mame̥	a w ɛ m a m ɨ	kochtukanoan-Yupua-134_newmoon-1	7 6 7 4 7 4 7	XBYBYBZ	AWEMAMI	7	7.A.V 7.W.C 7.E.V 7.M.C 7.A.V 7.M.C 7.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	awɛmamɨ	0	1528
2516	new moon	new moon	kochtukanoan	K-Yahuna	yahu1241	mā́makiai̯dyá	mā́makiai̯dyá	m a a m a k i a i dʒ a	kochtukanoan-Yahuna-134_newmoon-1	4 7 7 4 7 1 7 7 7 1 7	AXYBYBYYYBZ	MAAMAKIAITA	6	6.M.C 6.A.V 6.A.V 6.M.C 6.A.V 6.K.C 6.I.V 6.A.V 6.I.V 6.T.C 6.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.3 1.3 1.75 0.8	maamakiaidʒa	0	1529
3172	new moon	new moon	kochtukanoan	K-Koretu	cure1236	haiámamāke̥	haiámamāke̥	h a j a m a m a a k ɨ	kochtukanoan-Koretu-134_newmoon-1	3 7 6 7 4 7 4 7 7 1 7	AXBYBYBYYBZ	HAJAMAMAAKI	5	5.H.C 5.A.V 5.J.C 5.A.V 5.M.C 5.A.V 5.M.C 5.A.V 5.A.V 5.K.C 5.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.3 1.75 0.8	hajamamaakɨ	0	1528
72	night	night	hubercolumbian	H-Desano	desa1247	jãbĩ́	jãbĩ́	j ã b ĩ	hubercolumbian-Desano-68_night-1	6 7 1 7	AXBZ	JAPI	1	1.J.C 1.A.V 1.P.C 1.I.V	2.0 1.5 1.75 0.8	jãbĩ	0	1530
472	night	night	hubercolumbian	H-Siriano	siri1274	jãbĩ́	jãbĩ́	j ã b ĩ	hubercolumbian-Siriano-68_night-1	6 7 1 7	AXBZ	JAPI	2	2.J.C 2.A.V 2.P.C 2.I.V	2.0 1.5 1.75 0.8	jãbĩ	0	1530
860	night	night	hubercolumbian	H-Tanimuca	tani1257	jãbĩ	jãbĩ	j ã b ĩ	hubercolumbian-Tanimuca-68_night-1	6 7 1 7	AXBZ	JAPI	3	3.J.C 3.A.V 3.P.C 3.I.V	2.0 1.5 1.75 0.8	jãbĩ	0	1530
1311	night	night	kochtukanoan	K-Desano	desa1247	yamika	yamika	j a m i k a	kochtukanoan-Desano-128_night-1	6 7 4 7 1 7	AXBYBZ	JAMIKA	4	4.J.C 4.A.V 4.M.C 4.I.V 4.K.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jamika	0	1533
1958	night	night	kochtukanoan	K-Yupua	jupu1235	yami	yami	j a m i	kochtukanoan-Yupua-128_night-1	6 7 4 7	AXBZ	JAMI	7	7.J.C 7.A.V 7.M.C 7.I.V	2.0 1.5 1.75 0.8	jami	0	1533
2507	night	night	kochtukanoan	K-Yahuna	yahu1241	yamía	yamía	j a m i a	kochtukanoan-Yahuna-128_night-1	6 7 4 7 7	AXBYZ	JAMIA	6	6.J.C 6.A.V 6.M.C 6.I.V 6.A.V	2.0 1.5 1.75 1.3 0.8	jamia	0	1533
3167	night	night	kochtukanoan	K-Koretu	cure1236	yá'miri	yá'miri	j a ʔ m i ɾ i	kochtukanoan-Koretu-128_night-1	6 7 1 4 7 5 7	AXBCYBZ	JAHMIRI	5	5.J.C 5.A.V 5.H.C 5.M.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	jaʔmiɾi	0	1533
2137	nightjar	nightjar	kochtukanoan	K-Yupua	jupu1235	bóē̠dyu	bóē̠dyu	b ɔ ɛ ɛ dʒ u	kochtukanoan-Yupua-467_nightjar-1	1 7 7 7 1 7	AXYYBZ	PUEETY	7	7.P.C 7.U.V 7.E.V 7.E.V 7.T.C 7.Y.V	2.0 1.5 1.3 1.3 1.75 0.8	bɔɛɛdʒu	0	1534
1245	nipple	nipple	kochtukanoan	K-Desano	desa1247	axpī́ro	axpī́ro	a h p i i ɾ ɔ	kochtukanoan-Desano-61_nipple-1	7 3 1 7 7 5 7	XMBYYBZ	AHPIIRU	4	4.A.V 4.H.c 4.P.C 4.I.V 4.I.V 4.R.C 4.U.V	1.5 1.1 1.75 1.3 1.3 1.75 0.8	ahpiiɾɔ	1	1535
1907	nipple	nipple	kochtukanoan	K-Yupua	jupu1235	óxpe̥le̥	óxpe̥le̥	ɔ h p ɨ ɺ ɨ	kochtukanoan-Yupua-61_nipple-1	7 3 1 7 5 7	XMBYBZ	UHPIRI	7	7.U.V 7.H.c 7.P.C 7.I.V 7.R.C 7.I.V	1.5 1.1 1.75 1.3 1.75 0.8	ɔhpɨɺɨ	1	1535
2432	nipple	nipple	kochtukanoan	K-Yahuna	yahu1241	ṓpe̠a	ṓpe̠a	ɔ ɔ p ɛ a	kochtukanoan-Yahuna-61_nipple-1	7 7 1 7 7	XYBYZ	UUPEA	6	6.U.V 6.U.V 6.P.C 6.E.V 6.A.V	1.5 1.3 1.75 1.3 0.8	ɔɔpɛa	1	1537
3128	nipple	nipple	kochtukanoan	K-Koretu	cure1236	síḥuḥē̠re̥	síḥuḥē̠re̥	s i h u h ɛ ɛ ɾ ɨ	kochtukanoan-Koretu-61_nipple-1	3 7 3 7 3 7 7 5 7	AXBYBYYBZ	SIHYHEERI	5	5.S.C 5.I.V 5.H.C 5.Y.V 5.H.C 5.E.V 5.E.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 0.8	sihuhɛɛɾɨ	1	1536
1779	no	no	kochtukanoan	K-Desano	desa1247	mā́la(a)	mā́la	m a a ɺ a	kochtukanoan-Desano-721_no-1	4 7 7 5 7	AXYBZ	MAARA	4	4.M.C 4.A.V 4.A.V 4.R.C 4.A.V	2.0 1.5 1.3 1.75 0.8	maaɺa	0	1538
1780	no	no	kochtukanoan	K-Desano	desa1247	mā́ra(a)	mā́ra	m a a ɾ a	kochtukanoan-Desano-721_no-2	4 7 7 5 7	AXYBZ	MAARA	4	4.M.C 4.A.V 4.A.V 4.R.C 4.A.V	2.0 1.5 1.3 1.75 0.8	maaɾa	0	1538
